omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
1722.7423498775943,trough,3.2055357135208595,2566.7980182642623,trough,3.2440775630484358,2.0,3.570471370650556
1722.7423498775943,trough,3.2055357135208595,2779.3806423586966,peak,3.2522547933211787,2.5,3.5590667480364404
1722.7423498775943,trough,3.2055357135208595,2997.872019113679,trough,3.2552737706025456,3.0,3.545432021967894
1722.7423498775943,trough,3.2055357135208595,3211.9438072868124,peak,3.2555329528196038,3.5,3.5514967973218794
1722.7423498775943,trough,3.2055357135208595,3429.0394046847077,trough,3.256037797937505,4.0,3.5492525731029896
1722.7423498775943,trough,3.2055357135208595,3641.577675061429,peak,3.259052518614338,4.5,3.550558617728272
1928.4365416123228,peak,3.239247157546328,2360.529798636868,peak,3.238548767110847,1.0,3.58167904385951
1928.4365416123228,peak,3.239247157546328,2566.7980182642623,trough,3.2440775630484358,1.5,3.610536257087899
1928.4365416123228,peak,3.239247157546328,2779.3806423586966,peak,3.2522547933211787,2.0,3.585951966347435
1928.4365416123228,peak,3.239247157546328,2997.872019113679,trough,3.2552737706025456,2.5,3.5639958914493133
1928.4365416123228,peak,3.239247157546328,3211.9438072868124,peak,3.2555329528196038,3.0,3.568027920489803
1928.4365416123228,peak,3.239247157546328,3429.0394046847077,trough,3.256037797937505,3.5,3.563071835594918
1928.4365416123228,peak,3.239247157546328,3641.577675061429,peak,3.259052518614338,4.0,3.5628179395302237
2141.9650369607357,trough,3.242125520522591,2566.7980182642623,trough,3.2440775630484358,1.0,3.622131873901909
2141.9650369607357,trough,3.242125520522591,2779.3806423586966,peak,3.2522547933211787,1.5,3.5854141664726904
2141.9650369607357,trough,3.242125520522591,2997.872019113679,trough,3.2552737706025456,2.0,3.5581515946862607
2141.9650369607357,trough,3.242125520522591,3211.9438072868124,peak,3.2555329528196038,2.5,3.5641457480943224
2141.9650369607357,trough,3.242125520522591,3429.0394046847077,trough,3.256037797937505,3.0,3.5590219008266883
2141.9650369607357,trough,3.242125520522591,3641.577675061429,peak,3.259052518614338,3.5,3.5593103003813154
2360.529798636868,peak,3.238548767110847,2779.3806423586966,peak,3.2522547933211787,1.0,3.5902350961565133
2360.529798636868,peak,3.238548767110847,2997.872019113679,trough,3.2552737706025456,1.5,3.552303809068607
2360.529798636868,peak,3.238548767110847,3211.9438072868124,peak,3.2555329528196038,2.0,3.5612413067490953
2360.529798636868,peak,3.238548767110847,3429.0394046847077,trough,3.256037797937505,2.5,3.555682973243398
2360.529798636868,peak,3.238548767110847,3641.577675061429,peak,3.259052518614338,3.0,3.5565749707292404
2566.7980182642623,trough,3.2440775630484358,2997.872019113679,trough,3.2552737706025456,1.0,3.4963923418303513
2566.7980182642623,trough,3.2440775630484358,3211.9438072868124,peak,3.2555329528196038,1.5,3.526508873036143
2566.7980182642623,trough,3.2440775630484358,3429.0394046847077,trough,3.256037797937505,2.0,3.5282844861391762
2566.7980182642623,trough,3.2440775630484358,3641.577675061429,peak,3.259052518614338,2.5,3.534787623866701
2779.3806423586966,peak,3.2522547933211787,3211.9438072868124,peak,3.2555329528196038,1.0,3.532712058187687
2779.3806423586966,peak,3.2522547933211787,3429.0394046847077,trough,3.256037797937505,1.5,3.533015343384612
2779.3806423586966,peak,3.2522547933211787,3641.577675061429,peak,3.259052518614338,2.0,3.53998048818824
2997.872019113679,trough,3.2552737706025456,3429.0394046847077,trough,3.256037797937505,1.0,3.560763790967919
2997.872019113679,trough,3.2552737706025456,3641.577675061429,peak,3.259052518614338,1.5,3.560856415734896
3211.9438072868124,peak,3.2555329528196038,3641.577675061429,peak,3.259052518614338,1.0,3.547278888927369
