omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
2162.111934716956,trough,3.4696852988336957,3453.140576032606,trough,3.5024203958534232,3.0,3.274869731149085
2162.111934716956,trough,3.4696852988336957,3665.988839583138,peak,3.5124675422148433,3.5,3.2644904372313657
2392.7183551221297,peak,3.4665597465757574,2804.7164853883246,peak,3.4809420708130734,1.0,3.41371342404672
2392.7183551221297,peak,3.4665597465757574,3021.909923638965,trough,3.4879437567685008,1.5,3.3484493197498013
2392.7183551221297,peak,3.4665597465757574,3243.090505929119,peak,3.494721975901757,2.0,3.2989969646899735
2392.7183551221297,peak,3.4665597465757574,3453.140576032606,trough,3.5024203958534232,2.5,3.2982123537317967
2392.7183551221297,peak,3.4665597465757574,3665.988839583138,peak,3.5124675422148433,3.0,3.282052288358999
2590.8495358793366,trough,3.4718050172993205,3021.909923638965,trough,3.4879437567685008,1.0,3.2440179220856153
2590.8495358793366,trough,3.4718050172993205,3243.090505929119,peak,3.494721975901757,1.5,3.2151858088558094
2590.8495358793366,trough,3.4718050172993205,3453.140576032606,trough,3.5024203958534232,2.0,3.234793355932343
2590.8495358793366,trough,3.4718050172993205,3665.988839583138,peak,3.5124675422148433,2.5,3.2285001940875886
2804.7164853883246,peak,3.4809420708130734,3243.090505929119,peak,3.494721975901757,1.0,3.1917398379441697
2804.7164853883246,peak,3.4809420708130734,3453.140576032606,trough,3.5024203958534232,1.5,3.2254579846702405
2804.7164853883246,peak,3.4809420708130734,3665.988839583138,peak,3.5124675422148433,2.0,3.2199581270725024
3021.909923638965,trough,3.4879437567685008,3453.140576032606,trough,3.5024203958534232,1.0,3.2256211022771546
3021.909923638965,trough,3.4879437567685008,3665.988839583138,peak,3.5124675422148433,1.5,3.2182372564634525
3243.090505929119,peak,3.494721975901757,3665.988839583138,peak,3.5124675422148433,1.0,3.248679824715076
